from,to,rel_label,description,role,technologies,year,abbreviation,date
FAU Nürnberg Erlangen,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
KIT,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
Ruhr-Universität Bochum,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
RWTH Aachen – ICE,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
RWTH Aachen – INDA,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU Braunschweig,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU Dortmund,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU Dresden – MNS,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU Dresden – ComNets,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU Hamburg Harburg,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU Kaiserslautern,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU München – LKN,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU München – LMT,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
TU München – NET,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
U Bremen,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
U Magdeburg,6G-ANNA,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-11
NGA,ATIS-5G Forum Korea MoU,MOU,No online summary found.,Association,,2021.0,US,2021-12-15
5G Forum Korea,ATIS-5G Forum Korea MoU,MOU,No online summary found.,Association,,2021.0,KR,2021-12-15
TU Dresden – MNS,TU Dresden,PARTNERSHIP,No online summary found.,Academia,,,DE,
TU Dresden – ComNets,TU Dresden,PARTNERSHIP,No online summary found.,Academia,,,DE,
ETSI,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,,2021-10-04
Anritsu,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,JP,2021-10-04
Apple,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,US,2021-10-04
B-COM,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,BE,2021-10-04
BT,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,GB,2021-10-04
CEA-LETI,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,FR,2021-10-04
China Telecommunicaitons,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,CN,2021-10-04
Consorzio Nazionale Interuniversitario per le Telecomunicazioni (CNIT),ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,IT,2021-10-04
CNRS,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,FR,2021-10-04
DCMS,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,GB,2021-10-04
EURECOM,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,FR,2021-10-04
Huawei,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,CN,2021-10-04
ICS,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,GB,2021-10-04
IMEC,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,BE,2021-10-04
InterDigital,ETSI RIS ISG,PROGRAM,InterDigital joins ETSI RIS ISG,Standardization,,2021.0,US,2021-10-04
Keysight Technologies,ETSI RIS ISG,PROGRAM,Keysight Technologies joins ETSI RIS ISG,Standardization,,2021.0,US,2021-10-04
Motorola,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,US,2021-10-04
NEC,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,JP,2021-10-04
NPL,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,GB,2021-10-04
Orange,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,FR,2021-10-04
Qualcomm,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,US,2021-10-04
Rohde & Schwarz,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,DE,2021-10-04
Samsung R&D Institute,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,GB,2021-10-04
Sony,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,JP,2021-10-04
Telefónica,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,ES,2021-10-04
TII,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,,2021-10-04
Tubitak Uekae,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,TR,2021-10-04
University of Piraeus,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,GR,2021-10-04
University of Athens,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,GR,2021-10-04
University of Oulu,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,FI,2021-10-04
University of Glasgow,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,GB,2021-10-04
VIVO,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,CN,2021-10-04
ZTE,ETSI RIS ISG,PROGRAM,No online summary found.,Standardization,,2021.0,CN,2021-10-04
Anritsu,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,JP,2022-02-22
Apple,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,US,2022-02-22
Bell Canada,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CA,2022-02-22
BT,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,GB,2022-02-22
China Mobile,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CN,2022-02-22
Chunghwa Telecom,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CN,2022-02-22
Cisco,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,,2022-02-22
Datang Telecom,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CN,2022-02-22
Deutsche Telekom,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,DE,2022-02-22
Ericsson,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,SE,2022-02-22
HKT,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CN,2022-02-22
Huawei,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CN,2022-02-22
HUBER+SUHNER,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,DE,2022-02-22
IBM,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,US,2022-02-22
Intel,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,US,2022-02-22
InterDigital,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,US,2022-02-22
ITRI,NGMN 6G Use Cases,RESOURCE,No online summary found.,Research,,2022.0,,2022-02-22
Keysight Technologies,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,US,2022-02-22
Kings College London,NGMN 6G Use Cases,RESOURCE,No online summary found.,Academia,,2022.0,GB,2022-02-22
Lenovo,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CN,2022-02-22
LG Electronics,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,KR,2022-02-22
National Taiwan University,NGMN 6G Use Cases,RESOURCE,No online summary found.,Academia,,2022.0,,2022-02-22
Nokia,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,FI,2022-02-22
NTT DoCoMo,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,JP,2022-02-22
Orange,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,FR,2022-02-22
Peking University,NGMN 6G Use Cases,RESOURCE,No online summary found.,Academia,,2022.0,CN,2022-02-22
PLDT Smart,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,PH,2022-02-22
Qualcomm,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,US,2022-02-22
SK Telecom,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,KR,2022-02-22
T-Mobile US,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,US,2022-02-22
TIM,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,IT,2022-02-22
Telia,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,SE,2022-02-22
Telus,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CA,2022-02-22
TNO,NGMN 6G Use Cases,RESOURCE,No online summary found.,Standardization,,2022.0,NL,2022-02-22
Turkcell,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,TR,2022-02-22
TU Dresden,NGMN 6G Use Cases,RESOURCE,No online summary found.,Academia,,2022.0,DE,2022-02-22
University of Duisburg-Essen,NGMN 6G Use Cases,RESOURCE,No online summary found.,Academia,,2022.0,DE,2022-02-22
University of Toronto,NGMN 6G Use Cases,RESOURCE,No online summary found.,Academia,,2022.0,CA,2022-02-22
US Cellular,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,US,2022-02-22
Vodafone,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,GB,2022-02-22
ZTE,NGMN 6G Use Cases,RESOURCE,No online summary found.,Commercial,,2022.0,CN,2022-02-22
NGA,NGA 6G IA MoU,MOU,No online summary found.,Association,,2022.0,,2022-08-10
6G IA,NGA 6G IA MoU,MOU,No online summary found.,Association,,2022.0,,2022-08-10
LG U+,RIS Reseach (POSTECH),PROJECT,No online summary found.,Commercial,,2022.0,KR,2022-07-18
Pohang University of Science and Technology,RIS Reseach (POSTECH),PROJECT,No online summary found.,Academia,,2022.0,KR,2022-07-18
US Department of Defense (DoD),Open6G,PROJECT,No online summary found.,Government,Open RAN,2022.0,US,2022-08-02
NorthEastern University,Open6G,PROJECT,No online summary found.,Academia,Open RAN,2022.0,US,2022-08-02
DCMS,Future Open Networks Research Challenge,PROJECT,No online summary found.,Government,,2022.0,GB,2022-07-26
UK Government,Beyond 6G,PARTNERSHIP,No online summary found.,Government,,2022.0,US,2022-06-11
US Government,Beyond 6G,PARTNERSHIP,No online summary found.,Government,,2022.0,US,2022-06-11
US NSF,US and S. Korea Research Cooperation,PARTNERSHIP,No online summary found.,Government,,2021.0,US,2021-05-04
Institute of Information & Communications Technology Planning & Evaluation,US and S. Korea Research Cooperation,PARTNERSHIP,No online summary found.,Government,,2021.0,KR,2021-05-04
University of Strathclyde,LiFi for 6G,PROJECT,No online summary found.,Academia,,2022.0,GB,2022-07-25
Friedrich-Alexander-Universität Erlangen-Nürnberg,LiFi for 6G,PROJECT,No online summary found.,Academia,,2022.0,DE,2022-07-25
Viavi,6G Forward,PROJECT,No online summary found.,Commercial,,2022.0,US,2022-08-16
University of Texas,6G Forward,PROJECT,No online summary found.,Academia,,2022.0,US,2022-08-16
NorthEastern University,6G Forward,PROJECT,No online summary found.,Academia,,2022.0,US,2022-08-16
Univeristy of Surrey,6G Forward,PROJECT,No online summary found.,Academia,,2022.0,GB,2022-08-16
NTT DoCoMo,Japan 6G Pact,PARTNERSHIP,No online summary found.,Commercial,,2022.0,JP,2022-06-06
Nippon Telegraph and Telephone Corporation,Japan 6G Pact,PARTNERSHIP,No online summary found.,Commercial,,2022.0,JP,2022-06-06
Fujitsu,Japan 6G Pact,PARTNERSHIP,No online summary found.,Commercial,,2022.0,JP,2022-06-06
NEC,Japan 6G Pact,PARTNERSHIP,No online summary found.,Commercial,,2022.0,JP,2022-06-06
Nokia,Japan 6G Pact,PARTNERSHIP,No online summary found.,Commercial,,2022.0,JP,2022-06-06
University of Oulu,Idea Contest,EVENT,No online summary found.,Academia,,2022.0,FI,2022-07-09
Shimizu Corporation,Idea Contest,EVENT,No online summary found.,Commercial,,2022.0,JP,2022-07-09
University of Oulu,6G FC,PARTNERSHIP,No online summary found.,Academia,,2022.0,FI,2022-06-21
Nokia,6G FC,PARTNERSHIP,No online summary found.,Commercial,,2022.0,FI,2022-06-21
Finnish Defense Research Agency,6G FC,PARTNERSHIP,No online summary found.,Government,,2022.0,FI,2022-06-21
VTT Technical Research Centre of Finland,6G FC,PARTNERSHIP,No online summary found.,Research,,2022.0,FI,2022-06-21
BusinessOulu,6G FC,PARTNERSHIP,No online summary found.,Government,,2022.0,FI,2022-06-21
Aalto University,6G FC,PARTNERSHIP,No online summary found.,Academia,,2022.0,FI,2022-06-21
Lappeenranta-Lahti University of Technology,6G FC,PARTNERSHIP,No online summary found.,Academia,,2022.0,FI,2022-06-21
University of Helsinki,6G FC,PARTNERSHIP,No online summary found.,Academia,,2022.0,FI,2022-06-21
University of Tampere,6G FC,PARTNERSHIP,No online summary found.,Academia,,2022.0,FI,2022-06-21
European Union,6G IA,PARTNERSHIP,No online summary found.,Government,,2021.0,,2021-11-30
Alliance for Internet of Things Innovation (AIOTI),6G IA,PARTNERSHIP,No online summary found.,Association,,2021.0,,2021-06-28
Digital Container Shipping Association (DCSA),6G IA,PARTNERSHIP,No online summary found.,Standardization,,2021.0,,2021-06-28
ERTICO,6G IA,PARTNERSHIP,No online summary found.,Association,,2021.0,,2021-06-28
Networked European Software and Services Initiative (NESSI),6G IA,PARTNERSHIP,No online summary found.,Association,,2021.0,,2021-06-28
OPENAIRINTERFACE SOFTWARE ALLIANCE,6G IA,PARTNERSHIP,No online summary found.,Association,,2021.0,,2021-06-28
Public Safety Communications Europe (PSCE),6G IA,PARTNERSHIP,No online summary found.,Association,,2021.0,,2021-06-28
The Wireless World Research Forum (WWRF),6G IA,PARTNERSHIP,No online summary found.,Association,,2021.0,,2021-06-28
Adva Optical Networking SE,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Airbus Defence & Space SAS,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Altice Labs,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Apple Operations Europe Ltd.,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
ATOS,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Capgemini Engineering,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Collins Aerospace,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
DENSO AUTOMOTIVE Deutschland GmbH,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Deutsche Telekom AG,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Ericsson,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Huawei Technologies Duesseldorf GmbH,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Infineon Technologies AG,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Intel Deutschland GmbH,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
InterDigital Europe,6G IA,PARTNERSHIP,InterDigital Europe joins 6G IA,Commercial,,2021.0,,2021-06-28
Intracom S.A. Telecom Solutions,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Keysight Technologies,6G IA,PARTNERSHIP,Keysight Technologies joins 6G IA,Commercial,,2021.0,,2021-06-28
Lenovo Deutschland GmbH,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
Mitsubishi Electric R&D Centre Europe,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
National Instruments Dresden GmbH,6G IA,PARTNERSHIP,No online summary found.,Commercial,,2021.0,,2021-06-28
